timestamp_ms,temperature_c,accel_x_g,accel_y_g,accel_z_g,sound_amplitude,timestamp_rpi
10255,30.8,-0.162368,0.015867,1.323528,1387.1514145012352,2025-08-07 14:36:05.612
10355,30.8,0.036851,0.003172,0.816204,2061.187308564302,2025-08-07 14:36:05.709
10455,30.8,0.074205,-0.035158,0.9976,2193.270005689499,2025-08-07 14:36:05.818
10555,30.8,-0.169692,0.042479,1.299114,384.807419827777,2025-08-07 14:36:05.909
10655,30.8,0.119371,0.010496,0.715618,1245.00098628435,2025-08-07 14:36:06.010
10755,30.8,0.029771,-0.029299,1.044475,733.924743487234,2025-08-07 14:36:06.112
10855,30.8,0.02147,0.015379,0.880168,1303.603439162981,2025-08-07 14:36:06.237
10955,30.8,0.017564,0.001951,0.86137,1121.247924810043,2025-08-07 14:36:06.308
11055,30.8,0.140855,-0.057375,0.908245,836.513471858566,2025-08-07 14:36:06.411
11155,30.8,-0.176528,0.01782,1.332805,2123.8962999372434,2025-08-07 14:36:06.514
11255,30.8,0.042955,0.01367,0.802532,1881.824195813631,2025-08-07 14:36:06.617
11355,30.8,0.109117,-0.060549,0.961711,581.1926588828896,2025-08-07 14:36:06.708
11455,30.8,-0.188979,0.040525,1.32011,343.2301612634222,2025-08-07 14:36:06.808
11555,30.8,0.057359,0.008787,0.809612,1115.1405854177235,2025-08-07 14:36:06.913
11655,30.8,0.116441,-0.059572,0.930706,1878.8464675081648,2025-08-07 14:36:07.012
11755,30.8,-0.182143,0.028807,1.338176,556.8420449168574,2025-08-07 14:36:07.112
11855,30.8,-0.123549,0.062986,1.133098,599.9799315539541,2025-08-07 14:36:07.215
11955,30.8,0.182359,-0.012453,0.670208,1225.3529200587643,2025-08-07 14:36:07.309
12055,30.8,0.045396,-0.047609,1.029827,1997.330027157815,2025-08-07 14:36:07.409
12155,30.8,-0.191909,0.050779,1.347454,542.3286353226165,2025-08-07 14:36:07.509
12255,30.8,-0.008315,0.000975,0.912883,1725.3251866052829,2025-08-07 14:36:07.608
12355,30.8,0.218003,-0.058596,0.762981,1474.2068118411837,2025-08-07 14:36:07.708
12455,30.8,-0.073256,0.008787,1.17509,1465.7689328296035,2025-08-07 14:36:07.810
12555,30.8,-0.142592,0.084227,1.207317,863.7052094313393,2025-08-07 14:36:07.913
12655,30.8,0.115464,-0.007326,0.724407,1492.929943579411,2025-08-07 14:36:08.008
12755,30.8,0.137193,-0.070314,0.917034,1101.377469551312,2025-08-07 14:36:08.116
12855,30.8,-0.148696,0.074705,1.223674,511.5386267045572,2025-08-07 14:36:08.233
12955,30.8,-0.184829,0.056883,1.29179,1319.5608490062818,2025-08-07 14:36:09.226
13055,30.8,0.025376,0.007322,0.907268,1590.7967966851468,2025-08-07 14:36:09.226
13155,30.8,0.197496,-0.078859,0.755901,1138.8259209611087,2025-08-07 14:36:09.226
13255,30.8,-0.033217,-0.020998,1.15678,1718.0407420379954,2025-08-07 14:36:09.226
13355,30.8,-0.174575,0.075438,1.251018,1764.6329072795102,2025-08-07 14:36:09.226
13455,30.8,0.051988,-0.006838,0.873577,1804.8014936920608,2025-08-07 14:36:09.226
13555,30.8,0.191636,-0.067629,0.793743,1498.2762660595188,2025-08-07 14:36:09.226
13655,30.8,-0.078872,0.00952,1.117717,816.9754372904072,2025-08-07 14:36:09.226
13755,30.8,-0.161879,0.057859,1.273235,1060.93389545045,2025-08-07 14:36:09.227
13855,30.8,-0.096206,0.061033,1.120647,2102.5830602297497,2025-08-07 14:36:09.256
13955,30.8,0.108873,-0.020021,0.728801,1332.2294673435172,2025-08-07 14:36:09.310
14055,30.8,0.181871,-0.085939,0.846721,1577.4850193462992,2025-08-07 14:36:09.410
14155,30.8,-0.085219,0.012937,1.165081,707.0265717844259,2025-08-07 14:36:09.510
14255,30.8,-0.180678,0.083494,1.287883,1610.245964906294,2025-08-07 14:36:09.614
14355,30.8,-0.018813,-0.00049,0.982463,1638.222678271245,2025-08-07 14:36:09.716
14455,30.8,0.188462,-0.05591,0.657512,1937.859383918398,2025-08-07 14:36:09.811
14555,30.8,0.113755,-0.067385,0.907268,1472.6953206571857,2025-08-07 14:36:09.908
14655,30.8,-0.130385,0.021482,1.237102,1393.8657358163955,2025-08-07 14:36:10.026
14755,30.8,-0.17018,0.07617,1.246624,1735.0465482849256,2025-08-07 14:36:11.034
14855,30.9,0.202623,-0.045412,0.663372,1777.3851976094325,2025-08-07 14:36:11.034
14955,30.9,0.101792,-0.022707,0.776165,1996.500054353472,2025-08-07 14:36:11.034
15055,30.9,0.1848,-0.067629,0.744182,1211.7487613362478,2025-08-07 14:36:11.034
15155,30.9,-0.020278,0.01367,1.07426,1577.7769170256688,2025-08-07 14:36:11.034
15255,30.9,-0.184829,0.041746,1.349651,1970.1940434433493,2025-08-07 14:36:11.034
15355,30.9,-0.090346,0.037107,1.092815,843.2695366358197,2025-08-07 14:36:11.034
15455,30.9,0.092271,-0.014895,0.751506,919.1149601188024,2025-08-07 14:36:11.034
15555,30.9,0.191636,-0.076174,0.720256,2071.700254563954,2025-08-07 14:36:11.034
15655,30.9,0.045152,-0.026369,1.026409,1477.793333339819,2025-08-07 14:36:11.063
15755,30.9,-0.012954,-0.004152,1.076213,1973.0481691140328,2025-08-07 14:36:11.109
15855,30.9,-0.158217,0.036863,1.31303,739.5833696052896,2025-08-07 14:36:11.222
15955,30.9,-0.147475,0.062498,1.252483,1565.3519969877216,2025-08-07 14:36:11.317
16055,30.9,-0.058608,0.023924,1.047649,1488.1389288604057,2025-08-07 14:36:11.412
16155,30.9,0.049058,-0.006594,0.826702,1563.2490899979207,2025-08-07 14:36:11.509
16255,30.9,0.150376,-0.021975,0.666545,893.7712767509325,2025-08-07 14:36:11.609
16355,30.9,0.173814,-0.064455,0.731243,770.3763598776895,2025-08-07 14:36:11.710
16455,30.9,0.10814,-0.053957,0.915569,1045.2724473755468,2025-08-07 14:36:12.734
16555,30.9,-0.007094,-0.001711,1.060833,1686.8009675957271,2025-08-07 14:36:12.734
16655,30.9,-0.112807,0.035643,1.242961,2072.956930841465,2025-08-07 14:36:12.734
16755,30.9,-0.069838,0.005857,1.15092,1778.9676190324833,2025-08-07 14:36:12.734
16855,30.9,-0.061782,0.023191,1.061321,500.74094969646535,2025-08-07 14:36:12.734
16955,30.9,-0.146254,0.043211,1.301311,1108.567303936506,2025-08-07 14:36:12.734
17055,30.9,-0.099624,0.053221,1.197063,1868.5485533524777,2025-08-07 14:36:12.734
17155,30.9,-0.054946,0.03076,1.071819,706.3350686850574,2025-08-07 14:36:12.734
17255,30.9,-0.004897,0.014158,0.983684,2169.30956881536,2025-08-07 14:36:12.734
17355,30.9,0.054185,0.011473,0.852336,1451.7436695269007,2025-08-07 14:36:12.752
17455,30.9,0.117662,-0.002443,0.709514,616.6213301348012,2025-08-07 14:36:12.809
17555,30.9,0.181138,-0.008059,0.634319,1294.646390203061,2025-08-07 14:36:12.912
17655,30.9,0.137681,-0.006838,0.724407,1920.065252569494,2025-08-07 14:36:13.017
17755,30.9,0.172837,-0.023195,0.643108,1257.641368700214,2025-08-07 14:36:13.121
17855,30.9,0.195787,-0.026613,0.64262,1578.6575434922236,2025-08-07 14:36:13.209
17955,30.9,0.193101,-0.057131,0.687541,1594.238116427284,2025-08-07 14:36:13.597
18055,30.9,0.169908,-0.064455,0.745159,379.49787934966463,2025-08-07 14:36:13.597
18155,30.9,0.134751,-0.061037,0.815959,591.2014275218658,2025-08-07 14:36:13.597
18255,30.9,0.132798,-0.044924,0.819377,583.1586798693729,2025-08-07 14:36:13.692
18355,30.9,0.111314,-0.045656,0.856975,1188.0822486743727,2025-08-07 14:36:13.707
18455,30.9,0.107896,-0.047609,0.846477,347.4668064989031,2025-08-07 14:36:13.816
18555,30.9,0.097642,-0.04883,0.883098,1838.95005631002,2025-08-07 14:36:13.912
18655,30.9,0.171128,-0.009523,0.678264,1765.1101884585353,2025-08-07 14:36:14.011
18755,30.9,0.171861,0.000242,0.67094,345.56013258759026,2025-08-07 14:36:14.111
18855,30.9,0.043443,-0.031496,0.96635,1856.2889972372843,2025-08-07 14:36:14.235
18955,30.9,0.118394,0.006834,0.695598,2039.85540769638,2025-08-07 14:36:14.311
19055,30.9,0.114488,0.005857,0.735393,657.4240967685603,2025-08-07 14:36:14.411
19155,30.9,0.097154,0.007078,0.784465,2043.0434708546384,2025-08-07 14:36:14.525
19255,30.9,0.067613,0.020994,0.814006,2034.403645434777,2025-08-07 14:36:14.625
19355,30.9,0.055894,0.006834,0.884075,595.3276725606888,2025-08-07 14:36:14.713
19455,30.9,0.011216,0.019285,0.945598,1869.592635075268,2025-08-07 14:36:14.815
19555,30.9,0.003648,0.003172,1.001262,1466.9314493523675,2025-08-07 14:36:14.917
19655,30.9,-0.093276,0.044188,1.165325,959.6023345189916,2025-08-07 14:36:16.105
19755,30.9,-0.11476,0.015135,1.205608,2196.3606438176294,2025-08-07 14:36:16.105
19855,30.9,-0.139907,-0.010744,1.257122,1822.236562363952,2025-08-07 14:36:16.105
19955,30.9,-0.126235,-0.048098,1.253215,837.0892096522423,2025-08-07 14:36:16.105
20055,30.9,-0.142592,-0.074953,1.201946,2021.9435442058248,2025-08-07 14:36:16.105
20155,30.9,-0.09352,-0.074953,1.107219,473.2156820653165,2025-08-07 14:36:16.105
20255,30.9,0.058091,-0.053957,0.99467,1524.2170113434915,2025-08-07 14:36:16.105
20355,30.9,0.056382,-0.031496,0.981975,1416.2047540724368,2025-08-07 14:36:16.105
20455,30.9,0.075914,-0.015139,0.949504,381.3729413393218,2025-08-07 14:36:16.105
20555,30.9,0.092271,-0.011965,0.882854,457.5885457491171,2025-08-07 14:36:16.286
20655,30.9,0.121324,0.053221,0.718547,1869.5024281629808,2025-08-07 14:36:16.286
20755,30.9,0.048326,0.043943,0.857952,1717.220939347925,2025-08-07 14:36:16.286
20855,30.9,0.153794,0.026121,0.697063,1730.8865200863493,2025-08-07 14:36:16.676
20955,30.9,-0.042251,0.039793,1.076946,333.9396277206404,2025-08-07 14:36:16.676
21055,30.9,-0.11354,0.044432,1.175579,1354.2782763419616,2025-08-07 14:36:16.676
21155,30.9,-0.136733,-0.063967,1.260051,1095.5349942524415,2025-08-07 14:36:16.818
21255,30.9,-0.038344,-0.040041,1.179973,437.2176485443092,2025-08-07 14:36:16.818
21355,30.9,0.03148,0.080076,1.091594,480.55497988595016,2025-08-07 14:36:16.818
21455,30.9,0.041978,0.1145,1.112834,1088.6296113355827,2025-08-07 14:36:16.982
21555,30.9,0.025621,-0.043947,0.725139,676.1286668860769,2025-08-07 14:36:17.156
21655,30.9,0.008287,-0.115236,0.817668,932.233988266852,2025-08-07 14:36:17.156
21755,30.9,0.01146,-0.095705,0.953655,896.7123394677723,2025-08-07 14:36:17.174
21855,30.9,-0.059584,-0.033937,1.065227,502.8266467183522,2025-08-07 14:36:17.339
21955,30.9,-0.063979,0.061277,1.300334,1744.1216521963977,2025-08-07 14:36:17.507
22055,30.9,0.018541,0.111814,1.230266,1704.772785410475,2025-08-07 14:36:17.691
22155,30.9,0.035874,0.055174,1.141399,554.8918915362271,2025-08-07 14:36:17.691
22255,30.9,0.133775,0.002439,0.957073,1856.9190445026768,2025-08-07 14:36:17.857
22355,30.9,0.181138,-0.042482,0.7476,769.1845006594285,2025-08-07 14:36:17.857
22455,30.9,0.11522,-0.055666,0.832317,2072.093572735727,2025-08-07 14:36:18.029
22555,30.9,-0.135024,0.019041,1.15678,1090.6289357167464,2025-08-07 14:36:18.200
22655,30.9,-0.206069,0.027586,1.304729,791.5467368074815,2025-08-07 14:36:18.200
22755,30.9,-0.138442,0.046385,1.234905,1104.9172000714636,2025-08-07 14:36:18.372
22855,30.9,-0.19728,0.025633,1.316204,1685.5494939222046,2025-08-07 14:36:18.372
22955,30.9,0.122789,-0.034182,0.958538,1791.616951100269,2025-08-07 14:36:20.201
23055,30.9,0.215074,-0.020021,0.722942,1095.368881727011,2025-08-07 14:36:20.201
23155,30.9,0.113267,-0.022219,0.848186,415.050303218556,2025-08-07 14:36:20.201
23255,30.9,-0.022963,0.009031,1.058635,326.1999210877564,2025-08-07 14:36:20.201
23355,30.9,-0.163588,0.009764,1.183879,776.6158424296796,2025-08-07 14:36:20.201
23455,30.9,-0.139418,0.019773,1.290813,1233.8925193847813,2025-08-07 14:36:20.202
23555,30.9,0.108384,-0.03052,0.965129,1079.619657011228,2025-08-07 14:36:20.202
23655,30.9,0.196763,-0.012697,0.727336,2123.6813722203706,2025-08-07 14:36:20.202
23755,30.9,0.076646,-0.016604,0.885295,1664.445997293884,2025-08-07 14:36:20.202
23855,30.9,-0.092055,0.035887,1.094036,1423.500048365069,2025-08-07 14:36:20.202
23955,30.9,-0.179458,0.014402,1.286907,782.7094904983603,2025-08-07 14:36:20.202
24055,30.9,-0.068374,0.030271,1.156291,795.1179886040782,2025-08-07 14:36:20.207
24155,30.9,0.086656,-0.020266,1.022502,1338.00447804165,2025-08-07 14:36:20.207
24255,30.9,0.188462,-0.040285,0.697795,2181.291507421006,2025-08-07 14:36:20.207
24355,30.9,0.049791,-0.035158,0.948284,2067.1780255622216,2025-08-07 14:36:20.207
24455,30.9,-0.159926,0.031736,1.112834,1181.8566881701397,2025-08-07 14:36:20.207
24555,30.9,-0.026626,0.040525,1.090618,2001.4636769365848,2025-08-07 14:36:20.207
24655,30.9,0.188462,-0.054201,0.854778,1195.2508998811484,2025-08-07 14:36:20.207
24755,30.9,0.146714,-0.031252,0.836467,2116.9757318857683,2025-08-07 14:36:20.207
24855,30.9,0.140855,-0.025393,0.847698,1906.335834144062,2025-08-07 14:36:20.244
24955,30.9,-0.182143,0.037352,1.286174,2153.802764465974,2025-08-07 14:36:20.312
25055,30.9,-0.030043,0.005857,1.058879,785.5960761924553,2025-08-07 14:36:20.415
25155,30.9,0.217271,-0.05591,0.818889,1183.890553911026,2025-08-07 14:36:20.512
25255,30.9,0.131089,-0.013186,0.836956,1975.957109748275,2025-08-07 14:36:21.516
25355,30.9,-0.123549,0.028807,1.097698,587.0874431025494,2025-08-07 14:36:21.516
25455,30.9,-0.175063,0.039305,1.298137,533.3285208211205,2025-08-07 14:36:21.516
25555,30.9,0.176744,-0.05176,0.889202,1022.7645975234948,2025-08-07 14:36:21.516
25655,30.9,0.168443,-0.024416,0.764202,323.7412809790444,2025-08-07 14:36:21.516
25755,30.9,-0.072524,-0.022951,1.029094,1697.2319145604858,2025-08-07 14:36:21.516
25855,30.9,-0.153334,0.05615,1.310588,2046.1027366883568,2025-08-07 14:36:21.516
25955,30.9,-0.060073,0.081053,1.122844,1999.8891288637085,2025-08-07 14:36:21.516
26055,30.9,0.179185,-0.039797,0.840129,1153.3790067381678,2025-08-07 14:36:21.516
26155,30.9,0.167466,-0.038576,0.784465,1088.049108412902,2025-08-07 14:36:21.530
26255,30.9,-0.11354,0.023924,1.134807,2006.0958099077784,2025-08-07 14:36:21.612
26355,30.9,-0.20436,0.050291,1.270793,1400.164658820111,2025-08-07 14:36:21.711
26455,30.9,0.206773,-0.031984,0.822551,1306.7786510011506,2025-08-07 14:36:21.816
26555,30.9,0.184312,-0.033449,0.853313,1591.9179259364928,2025-08-07 14:36:22.817
26655,30.9,-0.060073,-0.005861,1.106243,758.8420863273695,2025-08-07 14:36:22.817
26755,30.9,-0.067885,0.078367,1.141887,1327.5866455489704,2025-08-07 14:36:22.817
26855,30.9,-0.110854,0.098387,1.125774,1058.804409752694,2025-08-07 14:36:22.817
26955,30.9,0.061509,-0.07593,0.794231,979.053113687116,2025-08-07 14:36:22.817
27055,30.9,0.091783,-0.073977,0.937053,1749.6729158904318,2025-08-07 14:36:22.817
27155,30.9,-0.006118,0.04077,1.187541,505.4478355365556,2025-08-07 14:36:22.817
27255,30.9,-0.105483,0.107908,1.102336,381.5595946882946,2025-08-07 14:36:22.817
27355,30.9,0.04271,-0.053469,0.799358,1000.2838525282086,2025-08-07 14:36:22.817
27455,30.9,0.058091,0.019041,1.034709,1896.2456696840968,2025-08-07 14:36:22.827
27555,30.9,-0.077895,0.043455,1.193401,2123.652811099856,2025-08-07 14:36:22.913
27655,30.9,-0.078627,-0.020754,1.00175,1895.1526447286824,2025-08-07 14:36:23.012
27755,30.9,0.101304,-0.049074,0.821086,832.2453753060213,2025-08-07 14:36:23.114
27855,30.9,0.061753,0.027586,1.022014,2069.744660770269,2025-08-07 14:36:23.217
27955,30.9,-0.073012,0.072752,1.159465,962.866613530563,2025-08-07 14:36:23.316
28055,30.9,0.010484,-0.047121,0.944377,1259.439278473258,2025-08-07 14:36:23.419
28155,30.9,0.067613,-0.082521,0.892131,1850.263247536371,2025-08-07 14:36:23.522
28255,30.9,-0.007338,0.060301,1.168987,1818.1859804808876,2025-08-07 14:36:23.615
28355,30.9,-0.088149,0.063719,1.053752,1708.5399582988264,2025-08-07 14:36:23.714
28455,30.9,0.064683,-0.073,0.83012,1577.1204199534618,2025-08-07 14:36:23.819
28555,30.9,-0.001235,0.050047,1.123577,1554.114789338495,2025-08-07 14:36:23.915
28655,30.9,-0.087905,0.073973,1.073284,1521.2319920816117,2025-08-07 14:36:24.022
28755,30.9,0.040025,-0.084719,0.795208,714.3376893882944,2025-08-07 14:36:24.118
28855,30.9,0.060777,-0.079836,0.79594,1141.7411722124405,2025-08-07 14:36:24.245
28955,30.9,-0.042983,0.086912,1.209514,2116.976624666917,2025-08-07 14:36:24.318
29055,30.9,-0.042251,0.000486,1.002971,1961.2242640129605,2025-08-07 14:36:24.413
29155,30.9,0.052964,-0.086916,0.813518,599.973448953509,2025-08-07 14:36:24.515
29255,30.9,0.000474,0.040037,1.046916,1868.3281538658064,2025-08-07 14:36:24.614
29355,30.9,-0.075454,0.085691,1.130901,511.9677528029359,2025-08-07 14:36:24.713
29455,30.9,0.086412,-0.088625,0.740764,645.5017408740603,2025-08-07 14:36:24.812
29555,30.9,0.012437,0.035398,1.059124,392.6197784930243,2025-08-07 14:36:25.817
29655,30.9,-0.078872,0.093016,1.115764,1850.8368888023397,2025-08-07 14:36:25.817
29755,30.9,0.07396,-0.083498,0.835247,1124.1616765968574,2025-08-07 14:36:25.817
29855,30.9,0.054429,-0.011721,1.004192,1430.866522986594,2025-08-07 14:36:25.817
29955,30.9,-0.130141,0.100096,1.209026,1831.6872607464804,2025-08-07 14:36:25.817
30055,30.9,0.121568,-0.074953,0.842083,999.0521131218416,2025-08-07 14:36:25.817
30155,30.9,0.050523,-0.018557,0.995403,1437.4570486820403,2025-08-07 14:36:25.817
30255,30.9,-0.157241,0.1145,1.188274,610.1662960280735,2025-08-07 14:36:25.817
30355,30.9,0.143052,-0.085939,0.768352,2180.0807052920018,2025-08-07 14:36:25.817
30455,30.9,-0.123549,0.073729,1.191204,696.2608152609008,2025-08-07 14:36:25.823
30555,30.9,0.014634,-0.03467,0.963665,1613.664554950574,2025-08-07 14:36:25.919
30655,30.9,0.096177,-0.060793,0.877727,336.4131226833832,2025-08-07 14:36:26.920
30755,30.9,-0.160903,0.101072,1.242473,1413.5557693559613,2025-08-07 14:36:26.921
30855,30.9,-0.009536,-0.006105,1.007122,1902.3010766382597,2025-08-07 14:36:26.921
30955,30.9,-0.023452,0.031492,1.05717,785.83429835738,2025-08-07 14:36:26.921
31055,30.9,-0.089126,0.065428,1.093791,984.6915801097914,2025-08-07 14:36:26.921
31155,30.9,0.136949,-0.082033,0.76176,774.0038252090006,2025-08-07 14:36:26.921
31255,30.9,-0.133315,0.078611,1.239788,2149.92917781937,2025-08-07 14:36:26.921
31355,30.9,0.146958,-0.083986,0.758098,1030.0871435272948,2025-08-07 14:36:26.921
31455,30.9,-0.07228,0.06201,1.116008,926.7231443758416,2025-08-07 14:36:26.921
31555,30.9,-0.027846,0.008055,1.006633,858.7995412341855,2025-08-07 14:36:26.927
31655,30.9,0.101792,-0.061525,0.867717,403.2321584468273,2025-08-07 14:36:27.017
31755,30.9,-0.142104,0.09033,1.243938,840.380592919124,2025-08-07 14:36:27.115
31855,30.9,0.127427,-0.079836,0.851604,2112.557175489492,2025-08-07 14:36:27.214
31955,30.9,0.010484,0.005125,1.003215,1851.714699246569,2025-08-07 14:36:27.318
32055,30.9,-0.108901,0.069578,1.138225,965.9241127985384,2025-08-07 14:36:27.420
32155,30.9,0.148423,-0.089113,0.754436,2010.4721421709623,2025-08-07 14:36:27.518
32255,30.9,-0.093276,0.071531,1.135295,2030.487393691989,2025-08-07 14:36:27.615
32355,30.9,0.120835,-0.077395,0.845989,597.4769895562081,2025-08-07 14:36:27.715
32455,30.9,-0.00392,0.014158,1.030803,1993.163290372688,2025-08-07 14:36:27.813
32555,30.9,-0.10768,0.06909,1.142375,1328.2820248355042,2025-08-07 14:36:27.917
32655,30.9,0.146958,-0.080812,0.748333,572.0940670058206,2025-08-07 14:36:28.017
