timestamp_rpi,timestamp_ms,temperature_c,accel_x_g,accel_y_g,accel_z_g,sound_amplitude,fault_type
2025-08-07 14:36:01.311,5255,30.8,-0.027846,-0.040041,1.133342,1613.0676458116084,Normal
2025-08-07 14:36:01.311,5355,30.8,0.032212,0.055906,1.190959,1508.8185378616972,Normal
2025-08-07 14:36:01.311,5455,30.8,0.072984,-0.094973,0.875041,1915.9216922171624,Normal
2025-08-07 14:36:01.311,5555,30.8,-0.1277,0.132078,1.318401,1858.5967996187064,Normal
2025-08-07 14:36:01.311,5655,30.8,0.174791,-0.075441,0.677532,1891.268993010329,Normal
2025-08-07 14:36:01.311,5755,30.8,-0.171157,0.020262,1.309612,1749.969255803927,Normal
2025-08-07 14:36:01.311,5855,30.8,0.085923,-0.031984,0.936565,1476.435077407137,Normal
2025-08-07 14:36:01.319,5955,30.8,-0.157241,0.008787,1.221965,732.3439528219254,Normal
2025-08-07 14:36:01.407,6055,30.8,0.091783,-0.017336,1.011028,1011.1132697596096,Normal
2025-08-07 14:36:01.506,6155,30.8,0.029039,-0.013918,1.029583,1547.9966804944418,Normal
2025-08-07 14:36:02.514,6255,30.8,-0.114028,0.064695,1.183635,632.9453809071381,Normal
2025-08-07 14:36:02.514,6355,30.8,0.203111,-0.029299,0.792034,1717.1279124992188,Normal
2025-08-07 14:36:02.514,6455,30.8,-0.164565,0.024412,1.27592,2188.189590711414,Normal
2025-08-07 14:36:02.514,6555,30.8,0.178453,-0.043215,0.729778,890.0627229684201,Normal
2025-08-07 14:36:02.514,6655,30.8,-0.164077,0.03076,1.251262,459.50949154471766,Normal
2025-08-07 14:36:02.514,6755,30.8,0.090806,-0.037111,0.871135,2183.9696829192826,Normal
2025-08-07 14:36:02.514,6855,30.8,0.19774,-0.00049,0.758831,1184.515137179479,Normal
2025-08-07 14:36:02.514,6955,30.8,-0.002944,-0.03052,0.991741,1883.4974497527387,Normal
2025-08-07 14:36:02.515,7055,30.8,-0.058852,0.011473,1.242473,1038.4510648706869,Normal
2025-08-07 14:36:02.521,7155,30.8,0.085435,-0.033449,0.820598,1514.861837559097,Normal
2025-08-07 14:36:02.609,7255,30.8,-0.000747,0.016844,1.199749,1636.1033842255115,Normal
2025-08-07 14:36:03.612,7355,30.8,0.045396,-0.002932,0.888469,1005.8026718127724,Normal
2025-08-07 14:36:03.612,7455,30.8,0.025865,0.005613,1.153118,1717.3734209253143,Normal
2025-08-07 14:36:03.612,7555,30.8,0.037339,0.027098,0.868206,1969.550531158152,Normal
2025-08-07 14:36:03.612,7655,30.8,0.010972,-0.027102,1.211956,1349.0679103463383,Normal
2025-08-07 14:36:03.612,7755,30.8,0.060044,0.042723,0.75175,1563.2066220446886,Normal
2025-08-07 14:36:03.612,7855,30.8,-0.021987,-0.076906,1.268352,2175.121406549959,Normal
2025-08-07 14:36:03.612,7955,30.8,-0.034438,0.061277,0.923137,2116.6604259727874,Normal
2025-08-07 14:36:03.612,8055,30.8,-0.036147,-0.018801,1.138713,1929.2380650094244,Normal
2025-08-07 14:36:03.613,8155,30.8,-0.008803,0.034666,1.053264,2125.126946520232,Normal
2025-08-07 14:36:03.617,8255,30.8,0.103013,-0.048586,0.969036,1438.2772938000512,Normal
2025-08-07 14:36:03.712,8355,30.8,-0.141127,0.009764,1.269329,1899.8957010292013,Normal
2025-08-07 14:36:03.808,8455,30.8,0.190416,0.026121,0.694377,332.3013567362308,Normal
2025-08-07 14:36:04.818,8555,30.8,-0.125014,-0.033449,1.262981,1564.4582845557643,Normal
2025-08-07 14:36:04.818,8655,30.8,0.009507,-0.01465,0.926799,1354.9625157773771,Normal
2025-08-07 14:36:04.818,8755,30.8,0.075669,-0.016359,1.039836,2042.1967164749865,Normal
2025-08-07 14:36:04.819,8855,30.8,-0.027358,-0.022707,0.905315,1499.399070790956,Normal
2025-08-07 14:36:04.819,8955,30.8,-0.033706,-0.005373,0.80595,1583.8677565830585,Normal
2025-08-07 14:36:04.819,9055,30.8,0.048326,-0.002688,1.100627,671.5395409149751,Normal
2025-08-07 14:36:04.819,9155,30.8,-0.046157,-0.001223,1.129436,1407.3501716037365,Normal
2025-08-07 14:36:04.819,9255,30.8,0.106675,-0.005861,0.707561,1807.726252234404,Normal
2025-08-07 14:36:04.819,9355,30.8,-0.026381,0.0166,1.263225,2041.587072619958,Normal
2025-08-07 14:36:04.837,9455,30.8,-0.015639,-0.02173,0.941204,597.1614766121245,Normal
2025-08-07 14:36:04.908,9555,30.8,0.084458,-0.026613,0.885784,1668.5359876628756,Normal
2025-08-07 14:36:05.013,9655,30.8,-0.13185,0.001951,1.327678,1069.2103310614166,Normal
2025-08-07 14:36:05.107,9755,30.8,0.019029,-0.004396,0.812541,472.3159163938749,Normal
2025-08-07 14:36:05.211,9855,30.8,0.085923,-0.015383,1.01762,752.535057040373,Normal
2025-08-07 14:36:05.310,9955,30.8,-0.09059,0.005613,1.295452,585.3152570098325,Normal
2025-08-07 14:36:05.415,10055,30.8,-0.035659,-0.020021,0.926311,1953.7791792846224,Normal
2025-08-07 14:36:05.518,10155,30.8,0.135728,-0.025637,0.924846,1670.7712119960038,Normal
2025-08-07 14:36:05.612,10255,30.8,-0.162368,0.015867,1.323528,1387.1514145012352,Normal
2025-08-07 14:36:05.709,10355,30.8,0.036851,0.003172,0.816204,2061.187308564302,Normal
2025-08-07 14:36:05.818,10455,30.8,0.074205,-0.035158,0.9976,2193.270005689499,Normal
2025-08-07 14:36:05.909,10555,30.8,-0.169692,0.042479,1.299114,384.807419827777,Normal
2025-08-07 14:36:06.010,10655,30.8,0.119371,0.010496,0.715618,1245.00098628435,Normal
2025-08-07 14:36:06.112,10755,30.8,0.029771,-0.029299,1.044475,733.924743487234,Normal
2025-08-07 14:36:06.237,10855,30.8,0.02147,0.015379,0.880168,1303.603439162981,Normal
2025-08-07 14:36:06.308,10955,30.8,0.017564,0.001951,0.86137,1121.247924810043,Normal
2025-08-07 14:36:06.411,11055,30.8,0.140855,-0.057375,0.908245,836.513471858566,Normal
2025-08-07 14:36:06.514,11155,30.8,-0.176528,0.01782,1.332805,2123.8962999372434,Normal
2025-08-07 14:36:06.617,11255,30.8,0.042955,0.01367,0.802532,1881.824195813631,Normal
2025-08-07 14:36:06.708,11355,30.8,0.109117,-0.060549,0.961711,581.1926588828896,Normal
2025-08-07 14:36:06.808,11455,30.8,-0.188979,0.040525,1.32011,343.2301612634222,Normal
2025-08-07 14:36:06.913,11555,30.8,0.057359,0.008787,0.809612,1115.1405854177235,Normal
2025-08-07 14:36:07.012,11655,30.8,0.116441,-0.059572,0.930706,1878.8464675081648,Normal
2025-08-07 14:36:07.112,11755,30.8,-0.182143,0.028807,1.338176,556.8420449168574,Normal
2025-08-07 14:36:07.215,11855,30.8,-0.123549,0.062986,1.133098,599.9799315539541,Normal
2025-08-07 14:36:07.309,11955,30.8,0.182359,-0.012453,0.670208,1225.3529200587643,Normal
2025-08-07 14:36:07.409,12055,30.8,0.045396,-0.047609,1.029827,1997.330027157815,Normal
2025-08-07 14:36:07.509,12155,30.8,-0.191909,0.050779,1.347454,542.3286353226165,Normal
2025-08-07 14:36:07.608,12255,30.8,-0.008315,0.000975,0.912883,1725.3251866052829,Normal
2025-08-07 14:36:07.708,12355,30.8,0.218003,-0.058596,0.762981,1474.2068118411837,Normal
2025-08-07 14:36:07.810,12455,30.8,-0.073256,0.008787,1.17509,1465.7689328296035,Normal
2025-08-07 14:36:07.913,12555,30.8,-0.142592,0.084227,1.207317,863.7052094313393,Normal
2025-08-07 14:36:08.008,12655,30.8,0.115464,-0.007326,0.724407,1492.929943579411,Normal
2025-08-07 14:36:08.116,12755,30.8,0.137193,-0.070314,0.917034,1101.377469551312,Normal
2025-08-07 14:36:08.233,12855,30.8,-0.148696,0.074705,1.223674,511.5386267045572,Normal
2025-08-07 14:36:09.226,12955,30.8,-0.184829,0.056883,1.29179,1319.5608490062818,Normal
2025-08-07 14:36:09.226,13055,30.8,0.025376,0.007322,0.907268,1590.7967966851468,Normal
2025-08-07 14:36:09.226,13155,30.8,0.197496,-0.078859,0.755901,1138.8259209611087,Normal
2025-08-07 14:36:09.226,13255,30.8,-0.033217,-0.020998,1.15678,1718.0407420379954,Normal
2025-08-07 14:36:09.226,13355,30.8,-0.174575,0.075438,1.251018,1764.6329072795102,Normal
2025-08-07 14:36:09.226,13455,30.8,0.051988,-0.006838,0.873577,1804.8014936920608,Normal
2025-08-07 14:36:09.226,13555,30.8,0.191636,-0.067629,0.793743,1498.2762660595188,Normal
2025-08-07 14:36:09.226,13655,30.8,-0.078872,0.00952,1.117717,816.9754372904072,Normal
2025-08-07 14:36:09.227,13755,30.8,-0.161879,0.057859,1.273235,1060.93389545045,Normal
2025-08-07 14:36:09.256,13855,30.8,-0.096206,0.061033,1.120647,2102.5830602297497,Normal
2025-08-07 14:36:09.310,13955,30.8,0.108873,-0.020021,0.728801,1332.2294673435172,Normal
2025-08-07 14:36:09.410,14055,30.8,0.181871,-0.085939,0.846721,1577.4850193462992,Normal
2025-08-07 14:36:09.510,14155,30.8,-0.085219,0.012937,1.165081,707.0265717844259,Normal
2025-08-07 14:36:09.614,14255,30.8,-0.180678,0.083494,1.287883,1610.245964906294,Normal
2025-08-07 14:36:09.716,14355,30.8,-0.018813,-0.00049,0.982463,1638.222678271245,Normal
2025-08-07 14:36:09.811,14455,30.8,0.188462,-0.05591,0.657512,1937.859383918398,Normal
2025-08-07 14:36:09.908,14555,30.8,0.113755,-0.067385,0.907268,1472.6953206571857,Normal
2025-08-07 14:36:10.026,14655,30.8,-0.130385,0.021482,1.237102,1393.8657358163955,Normal
2025-08-07 14:36:11.034,14755,30.8,-0.17018,0.07617,1.246624,1735.0465482849256,Normal
2025-08-07 14:36:11.034,14855,30.9,0.202623,-0.045412,0.663372,1777.3851976094325,Normal
2025-08-07 14:36:11.034,14955,30.9,0.101792,-0.022707,0.776165,1996.500054353472,Normal
2025-08-07 14:36:11.034,15055,30.9,0.1848,-0.067629,0.744182,1211.7487613362478,Normal
2025-08-07 14:36:11.034,15155,30.9,-0.020278,0.01367,1.07426,1577.7769170256688,Normal
2025-08-07 14:36:11.034,15255,30.9,-0.184829,0.041746,1.349651,1970.1940434433493,Normal
2025-08-07 14:36:11.034,15355,30.9,-0.090346,0.037107,1.092815,843.2695366358197,Normal
2025-08-07 14:36:11.034,15455,30.9,0.092271,-0.014895,0.751506,919.1149601188024,Normal
2025-08-07 14:36:11.034,15555,30.9,0.191636,-0.076174,0.720256,2071.700254563954,Normal
2025-08-07 14:36:11.063,15655,30.9,0.045152,-0.026369,1.026409,1477.793333339819,Normal
2025-08-07 14:36:11.109,15755,30.9,-0.012954,-0.004152,1.076213,1973.0481691140328,Normal
2025-08-07 14:36:11.222,15855,30.9,-0.158217,0.036863,1.31303,739.5833696052896,Normal
2025-08-07 14:36:11.317,15955,30.9,-0.147475,0.062498,1.252483,1565.3519969877216,Normal
2025-08-07 14:36:11.412,16055,30.9,-0.058608,0.023924,1.047649,1488.1389288604057,Normal
2025-08-07 14:36:11.509,16155,30.9,0.049058,-0.006594,0.826702,1563.2490899979207,Normal
2025-08-07 14:36:11.609,16255,30.9,0.150376,-0.021975,0.666545,893.7712767509325,Normal
2025-08-07 14:36:11.710,16355,30.9,0.173814,-0.064455,0.731243,770.3763598776895,Normal
2025-08-07 14:36:12.734,16455,30.9,0.10814,-0.053957,0.915569,1045.2724473755468,Normal
2025-08-07 14:36:12.734,16555,30.9,-0.007094,-0.001711,1.060833,1686.8009675957271,Normal
2025-08-07 14:36:12.734,16655,30.9,-0.112807,0.035643,1.242961,2072.956930841465,Normal
2025-08-07 14:36:12.734,16755,30.9,-0.069838,0.005857,1.15092,1778.9676190324833,Normal
2025-08-07 14:36:12.734,16855,30.9,-0.061782,0.023191,1.061321,500.74094969646535,Normal
2025-08-07 14:36:12.734,16955,30.9,-0.146254,0.043211,1.301311,1108.567303936506,Normal
2025-08-07 14:36:12.734,17055,30.9,-0.099624,0.053221,1.197063,1868.5485533524777,Normal
2025-08-07 14:36:12.734,17155,30.9,-0.054946,0.03076,1.071819,706.3350686850574,Normal
2025-08-07 14:36:12.734,17255,30.9,-0.004897,0.014158,0.983684,2169.30956881536,Normal
2025-08-07 14:36:12.752,17355,30.9,0.054185,0.011473,0.852336,1451.7436695269007,Normal
2025-08-07 14:36:12.809,17455,30.9,0.117662,-0.002443,0.709514,616.6213301348012,Normal
2025-08-07 14:36:12.912,17555,30.9,0.181138,-0.008059,0.634319,1294.646390203061,Normal
2025-08-07 14:36:13.017,17655,30.9,0.137681,-0.006838,0.724407,1920.065252569494,Normal
2025-08-07 14:36:13.121,17755,30.9,0.172837,-0.023195,0.643108,1257.641368700214,Normal
2025-08-07 14:36:13.209,17855,30.9,0.195787,-0.026613,0.64262,1578.6575434922236,Normal
2025-08-07 14:36:13.597,17955,30.9,0.193101,-0.057131,0.687541,1594.238116427284,Normal
2025-08-07 14:36:13.597,18055,30.9,0.169908,-0.064455,0.745159,379.49787934966463,Normal
2025-08-07 14:36:13.597,18155,30.9,0.134751,-0.061037,0.815959,591.2014275218658,Normal
2025-08-07 14:36:13.692,18255,30.9,0.132798,-0.044924,0.819377,583.1586798693729,Normal
2025-08-07 14:36:13.707,18355,30.9,0.111314,-0.045656,0.856975,1188.0822486743727,Normal
2025-08-07 14:36:13.816,18455,30.9,0.107896,-0.047609,0.846477,347.4668064989031,Normal
2025-08-07 14:36:13.912,18555,30.9,0.097642,-0.04883,0.883098,1838.95005631002,Normal
2025-08-07 14:36:14.011,18655,30.9,0.171128,-0.009523,0.678264,1765.1101884585353,Normal
2025-08-07 14:36:14.111,18755,30.9,0.171861,0.000242,0.67094,345.56013258759026,Normal
2025-08-07 14:36:14.235,18855,30.9,0.043443,-0.031496,0.96635,1856.2889972372843,Normal
2025-08-07 14:36:14.311,18955,30.9,0.118394,0.006834,0.695598,2039.85540769638,Normal
2025-08-07 14:36:14.411,19055,30.9,0.114488,0.005857,0.735393,657.4240967685603,Normal
2025-08-07 14:36:14.525,19155,30.9,0.097154,0.007078,0.784465,2043.0434708546384,Normal
2025-08-07 14:36:14.625,19255,30.9,0.067613,0.020994,0.814006,2034.403645434777,Normal
2025-08-07 14:36:14.713,19355,30.9,0.055894,0.006834,0.884075,595.3276725606888,Normal
2025-08-07 14:36:14.815,19455,30.9,0.011216,0.019285,0.945598,1869.592635075268,Normal
2025-08-07 14:36:14.917,19555,30.9,0.003648,0.003172,1.001262,1466.9314493523675,Normal
2025-08-07 14:36:16.105,19655,30.9,-0.093276,0.044188,1.165325,959.6023345189916,Normal
2025-08-07 14:36:16.105,19755,30.9,-0.11476,0.015135,1.205608,2196.3606438176294,Normal
2025-08-07 14:36:16.105,19855,30.9,-0.139907,-0.010744,1.257122,1822.236562363952,Normal
2025-08-07 14:36:16.105,19955,30.9,-0.126235,-0.048098,1.253215,837.0892096522423,Normal
2025-08-07 14:36:16.105,20055,30.9,-0.142592,-0.074953,1.201946,2021.9435442058248,Normal
2025-08-07 14:36:16.105,20155,30.9,-0.09352,-0.074953,1.107219,473.2156820653165,Normal
2025-08-07 14:36:16.105,20255,30.9,0.058091,-0.053957,0.99467,1524.2170113434915,Normal
2025-08-07 14:36:16.105,20355,30.9,0.056382,-0.031496,0.981975,1416.2047540724368,Normal
2025-08-07 14:36:16.105,20455,30.9,0.075914,-0.015139,0.949504,381.3729413393218,Normal
2025-08-07 14:36:16.286,20555,30.9,0.092271,-0.011965,0.882854,457.5885457491171,Normal
2025-08-07 14:36:16.286,20655,30.9,0.121324,0.053221,0.718547,1869.5024281629808,Normal
2025-08-07 14:36:16.286,20755,30.9,0.048326,0.043943,0.857952,1717.220939347925,Normal
2025-08-07 14:36:16.676,20855,30.9,0.153794,0.026121,0.697063,1730.8865200863493,Normal
2025-08-07 14:36:16.676,20955,30.9,-0.042251,0.039793,1.076946,333.9396277206404,Normal
2025-08-07 14:36:16.676,21055,30.9,-0.11354,0.044432,1.175579,1354.2782763419616,Normal
2025-08-07 14:36:16.818,21155,30.9,-0.136733,-0.063967,1.260051,1095.5349942524415,Normal
2025-08-07 14:36:16.818,21255,30.9,-0.038344,-0.040041,1.179973,437.2176485443092,Normal
2025-08-07 14:36:16.818,21355,30.9,0.03148,0.080076,1.091594,480.55497988595016,Normal
2025-08-07 14:36:16.982,21455,30.9,0.041978,0.1145,1.112834,1088.6296113355827,Normal
2025-08-07 14:36:17.156,21555,30.9,0.025621,-0.043947,0.725139,676.1286668860769,Normal
2025-08-07 14:36:17.156,21655,30.9,0.008287,-0.115236,0.817668,932.233988266852,Normal
2025-08-07 14:36:17.174,21755,30.9,0.01146,-0.095705,0.953655,896.7123394677723,Normal
2025-08-07 14:36:17.339,21855,30.9,-0.059584,-0.033937,1.065227,502.8266467183522,Normal
2025-08-07 14:36:17.507,21955,30.9,-0.063979,0.061277,1.300334,1744.1216521963977,Normal
2025-08-07 14:36:17.691,22055,30.9,0.018541,0.111814,1.230266,1704.772785410475,Normal
2025-08-07 14:36:17.691,22155,30.9,0.035874,0.055174,1.141399,554.8918915362271,Normal
2025-08-07 14:36:17.857,22255,30.9,0.133775,0.002439,0.957073,1856.9190445026768,Normal
2025-08-07 14:36:17.857,22355,30.9,0.181138,-0.042482,0.7476,769.1845006594285,Normal
2025-08-07 14:36:18.029,22455,30.9,0.11522,-0.055666,0.832317,2072.093572735727,Normal
2025-08-07 14:36:18.200,22555,30.9,-0.135024,0.019041,1.15678,1090.6289357167464,Normal
2025-08-07 14:36:18.200,22655,30.9,-0.206069,0.027586,1.304729,791.5467368074815,Normal
2025-08-07 14:36:18.372,22755,30.9,-0.138442,0.046385,1.234905,1104.9172000714636,Normal
2025-08-07 14:36:18.372,22855,30.9,-0.19728,0.025633,1.316204,1685.5494939222046,Normal
2025-08-07 14:36:20.201,22955,30.9,0.122789,-0.034182,0.958538,1791.616951100269,Normal
2025-08-07 14:36:20.201,23055,30.9,0.215074,-0.020021,0.722942,1095.368881727011,Normal
2025-08-07 14:36:20.201,23155,30.9,0.113267,-0.022219,0.848186,415.050303218556,Normal
2025-08-07 14:36:20.201,23255,30.9,-0.022963,0.009031,1.058635,326.1999210877564,Normal
2025-08-07 14:36:20.201,23355,30.9,-0.163588,0.009764,1.183879,776.6158424296796,Normal
2025-08-07 14:36:20.202,23455,30.9,-0.139418,0.019773,1.290813,1233.8925193847813,Normal
2025-08-07 14:36:20.202,23555,30.9,0.108384,-0.03052,0.965129,1079.619657011228,Normal
2025-08-07 14:36:20.202,23655,30.9,0.196763,-0.012697,0.727336,2123.6813722203706,Normal
2025-08-07 14:36:20.202,23755,30.9,0.076646,-0.016604,0.885295,1664.445997293884,Normal
2025-08-07 14:36:20.202,23855,30.9,-0.092055,0.035887,1.094036,1423.500048365069,Normal
2025-08-07 14:36:20.202,23955,30.9,-0.179458,0.014402,1.286907,782.7094904983603,Normal
2025-08-07 14:36:20.207,24055,30.9,-0.068374,0.030271,1.156291,795.1179886040782,Normal
2025-08-07 14:36:20.207,24155,30.9,0.086656,-0.020266,1.022502,1338.00447804165,Normal
2025-08-07 14:36:20.207,24255,30.9,0.188462,-0.040285,0.697795,2181.291507421006,Normal
2025-08-07 14:36:20.207,24355,30.9,0.049791,-0.035158,0.948284,2067.1780255622216,Normal
2025-08-07 14:36:20.207,24455,30.9,-0.159926,0.031736,1.112834,1181.8566881701397,Normal
2025-08-07 14:36:20.207,24555,30.9,-0.026626,0.040525,1.090618,2001.4636769365848,Normal
2025-08-07 14:36:20.207,24655,30.9,0.188462,-0.054201,0.854778,1195.2508998811484,Normal
2025-08-07 14:36:20.207,24755,30.9,0.146714,-0.031252,0.836467,2116.9757318857683,Normal
2025-08-07 14:36:20.244,24855,30.9,0.140855,-0.025393,0.847698,1906.335834144062,Normal
2025-08-07 14:36:20.312,24955,30.9,-0.182143,0.037352,1.286174,2153.802764465974,Normal
2025-08-07 14:36:20.415,25055,30.9,-0.030043,0.005857,1.058879,785.5960761924553,Normal
2025-08-07 14:36:20.512,25155,30.9,0.217271,-0.05591,0.818889,1183.890553911026,Normal
2025-08-07 14:36:21.516,25255,30.9,0.131089,-0.013186,0.836956,1975.957109748275,Normal
2025-08-07 14:36:21.516,25355,30.9,-0.123549,0.028807,1.097698,587.0874431025494,Normal
2025-08-07 14:36:21.516,25455,30.9,-0.175063,0.039305,1.298137,533.3285208211205,Normal
2025-08-07 14:36:21.516,25555,30.9,0.176744,-0.05176,0.889202,1022.7645975234948,Normal
2025-08-07 14:36:21.516,25655,30.9,0.168443,-0.024416,0.764202,323.7412809790444,Normal
2025-08-07 14:36:21.516,25755,30.9,-0.072524,-0.022951,1.029094,1697.2319145604858,Normal
2025-08-07 14:36:21.516,25855,30.9,-0.153334,0.05615,1.310588,2046.1027366883568,Normal
2025-08-07 14:36:21.516,25955,30.9,-0.060073,0.081053,1.122844,1999.8891288637085,Normal
2025-08-07 14:36:21.516,26055,30.9,0.179185,-0.039797,0.840129,1153.3790067381678,Normal
2025-08-07 14:36:21.530,26155,30.9,0.167466,-0.038576,0.784465,1088.049108412902,Normal
2025-08-07 14:36:21.612,26255,30.9,-0.11354,0.023924,1.134807,2006.0958099077784,Normal
2025-08-07 14:36:21.711,26355,30.9,-0.20436,0.050291,1.270793,1400.164658820111,Normal
2025-08-07 14:36:21.816,26455,30.9,0.206773,-0.031984,0.822551,1306.7786510011506,Normal
2025-08-07 14:36:22.817,26555,30.9,0.184312,-0.033449,0.853313,1591.9179259364928,Normal
2025-08-07 14:36:22.817,26655,30.9,-0.060073,-0.005861,1.106243,758.8420863273695,Normal
2025-08-07 14:36:22.817,26755,30.9,-0.067885,0.078367,1.141887,1327.5866455489704,Normal
2025-08-07 14:36:22.817,26855,30.9,-0.110854,0.098387,1.125774,1058.804409752694,Normal
2025-08-07 14:36:22.817,26955,30.9,0.061509,-0.07593,0.794231,979.053113687116,Normal
2025-08-07 14:36:22.817,27055,30.9,0.091783,-0.073977,0.937053,1749.6729158904318,Normal
2025-08-07 14:36:22.817,27155,30.9,-0.006118,0.04077,1.187541,505.4478355365556,Normal
2025-08-07 14:36:22.817,27255,30.9,-0.105483,0.107908,1.102336,381.5595946882946,Normal
2025-08-07 14:36:22.817,27355,30.9,0.04271,-0.053469,0.799358,1000.2838525282086,Normal
2025-08-07 14:36:22.827,27455,30.9,0.058091,0.019041,1.034709,1896.2456696840968,Normal
2025-08-07 14:36:22.913,27555,30.9,-0.077895,0.043455,1.193401,2123.652811099856,Normal
2025-08-07 14:36:23.012,27655,30.9,-0.078627,-0.020754,1.00175,1895.1526447286824,Normal
2025-08-07 14:36:23.114,27755,30.9,0.101304,-0.049074,0.821086,832.2453753060213,Normal
2025-08-07 14:36:23.217,27855,30.9,0.061753,0.027586,1.022014,2069.744660770269,Normal
2025-08-07 14:36:23.316,27955,30.9,-0.073012,0.072752,1.159465,962.866613530563,Normal
2025-08-07 14:36:23.419,28055,30.9,0.010484,-0.047121,0.944377,1259.439278473258,Normal
2025-08-07 14:36:23.522,28155,30.9,0.067613,-0.082521,0.892131,1850.263247536371,Normal
2025-08-07 14:36:23.615,28255,30.9,-0.007338,0.060301,1.168987,1818.185980480888,Normal
2025-08-07 14:36:23.714,28355,30.9,-0.088149,0.063719,1.053752,1708.5399582988264,Normal
2025-08-07 14:36:23.819,28455,30.9,0.064683,-0.073,0.83012,1577.1204199534618,Normal
2025-08-07 14:36:23.915,28555,30.9,-0.001235,0.050047,1.123577,1554.114789338495,Normal
2025-08-07 14:36:24.022,28655,30.9,-0.087905,0.073973,1.073284,1521.2319920816117,Normal
2025-08-07 14:36:24.118,28755,30.9,0.040025,-0.084719,0.795208,714.3376893882944,Normal
2025-08-07 14:36:24.245,28855,30.9,0.060777,-0.079836,0.79594,1141.7411722124405,Normal
2025-08-07 14:36:24.318,28955,30.9,-0.042983,0.086912,1.209514,2116.976624666917,Normal
2025-08-07 14:36:24.413,29055,30.9,-0.042251,0.000486,1.002971,1961.2242640129605,Normal
2025-08-07 14:36:24.515,29155,30.9,0.052964,-0.086916,0.813518,599.973448953509,Normal
2025-08-07 14:36:24.614,29255,30.9,0.000474,0.040037,1.046916,1868.3281538658064,Normal
2025-08-07 14:36:24.713,29355,30.9,-0.075454,0.085691,1.130901,511.9677528029359,Normal
2025-08-07 14:36:24.812,29455,30.9,0.086412,-0.088625,0.740764,645.5017408740603,Normal
2025-08-07 14:36:25.817,29555,30.9,0.012437,0.035398,1.059124,392.6197784930243,Normal
2025-08-07 14:36:25.817,29655,30.9,-0.078872,0.093016,1.115764,1850.83688880234,Normal
2025-08-07 14:36:25.817,29755,30.9,0.07396,-0.083498,0.835247,1124.1616765968574,Normal
2025-08-07 14:36:25.817,29855,30.9,0.054429,-0.011721,1.004192,1430.866522986594,Normal
2025-08-07 14:36:25.817,29955,30.9,-0.130141,0.100096,1.209026,1831.6872607464804,Normal
2025-08-07 14:36:25.817,30055,30.9,0.121568,-0.074953,0.842083,999.0521131218416,Normal
2025-08-07 14:36:25.817,30155,30.9,0.050523,-0.018557,0.995403,1437.4570486820403,Normal
2025-08-07 14:36:25.817,30255,30.9,-0.157241,0.1145,1.188274,610.1662960280735,Normal
